Video ID,Session,View Count,Like Count,Comment Count,Favorite Count,Video Category,Video Published At
00-9NCfhVF8,6,12855,1666,30,0,Music,2024-10-21T11:50:09Z
mb5ldcr1jbA,7,283305,1354,2,0,News & Politics,2024-10-21T19:10:34Z
rtLGwJF9Jxc,7,99441,584,0,0,Film & Animation,2024-10-21T18:45:33Z
HAOgdVdSSkA,7,660112,0,6,0,News & Politics,2024-10-21T18:41:24Z
WWeOBvAvwrY,7,78713,8420,1508,0,News & Politics,2024-10-21T18:31:26Z
WunqF6zQnbI,7,66117,2066,65,0,News & Politics,2024-10-21T18:10:08Z
rm4qj0SJKKE,7,67271,1896,245,0,News & Politics,2024-10-21T20:26:07Z
uDvNq7vtGnM,7,6039,207,52,0,Entertainment,2024-10-21T17:38:38Z
p8SIBaDl9PE,7,73418,923,0,0,News & Politics,2024-10-21T17:37:58Z
q_V96gv_IDA,7,113771,1368,0,0,News & Politics,2024-10-21T17:34:17Z
TS6wQl2Gq_Y,7,12291,518,3,0,Gaming,2024-10-21T17:24:21Z
CQMZndfGRWI,7,48497,4885,261,0,People & Blogs,2024-10-21T20:12:23Z
qX6MAp5qQrU,7,123910,7168,128,0,News & Politics,2024-10-21T16:56:12Z
tcAExHTclc4,7,9473,75,0,0,Sports,2024-10-21T16:22:16Z
95RPXz_h2Fw,7,16622,3263,306,0,People & Blogs,2024-10-21T16:13:57Z
6kKE4Rurmmk,7,8678,764,115,0,Comedy,2024-10-21T16:11:11Z
YRyo5vL6XsI,7,41201,5696,92,0,Entertainment,2024-10-21T16:07:27Z
Y8hZ5i0TGIs,7,153253,1213,178,0,News & Politics,2024-10-21T15:52:42Z
JrD7QKy8PUI,7,445,23,1,0,Education,2024-10-21T15:51:16Z
f7v8WJgChU8,7,471,12,0,0,Sports,2024-10-21T15:30:18Z
zToiY455lhQ,7,1059452,171602,2834,0,People & Blogs,2024-10-21T15:06:25Z
uDVNRYxIMRE,7,78635,370,0,0,Film & Animation,2024-10-21T15:00:59Z
Yfcs9OPrQz8,7,172974,862,0,0,News & Politics,2024-10-21T15:01:13Z
-n0waD4qzI4,7,21045,456,7,0,Entertainment,2024-10-21T15:00:06Z
qfih0r0sq0c,7,28330,1086,9,0,Gaming,2024-10-21T14:44:32Z
NUzGaZkGTu4,7,82952,398,0,0,Film & Animation,2024-10-21T14:45:49Z
I1cPbwuMc3U,7,243602,637,2,0,News & Politics,2024-10-21T14:29:42Z
3s6uanj_5DY,7,10182,716,76,0,Comedy,2024-10-21T14:26:44Z
XzW21Dj6PIQ,7,3090,263,4,0,Sports,2024-10-21T14:15:02Z
bD-R-2DPzuc,7,647294,15295,223,0,News & Politics,2024-10-21T14:05:31Z
f-Dvm17aVxk,7,14262,408,53,0,Sports,2024-10-21T14:00:42Z
RzQpDaa2044,7,2204106,31336,35,0,Sports,2024-10-21T13:32:11Z
Gs1r0uzedBw,7,2032,258,3,0,Education,2024-10-21T13:31:20Z
F4oaCRpuCtU,7,53827,404,60,0,News & Politics,2024-10-21T13:28:10Z
ng_xV81XhHM,7,6509,38,56,0,News & Politics,2024-10-21T13:03:08Z
yGLEpVbJm40,7,1540498,36205,8555,0,News & Politics,2024-10-21T13:01:10Z
lKwo4S2VA3c,7,45477,253,7,0,News & Politics,2024-10-21T13:01:47Z
T0sPOtCwXio,7,1370,322,15,0,Gaming,2024-10-21T12:55:26Z
6iG4Zp8HLOA,7,232668,4478,0,0,News & Politics,2024-10-21T12:52:07Z
E-TA8hJIUk8,7,10626,323,23,0,Sports,2024-10-21T12:40:42Z
gE4eK3He-7w,7,147201,3595,0,0,News & Politics,2024-10-21T20:09:19Z
qWDt3sCTGFg,7,54054,2931,93,0,Entertainment,2024-10-21T12:30:46Z
zZsgnPmP6lg,7,37187,3782,20,0,Gaming,2024-10-21T12:16:34Z
PYJ4do-OZAQ,7,159665,2276,313,0,Entertainment,2024-10-21T22:35:01Z
_AlZYvis4uE,7,316558,2294,150,0,Entertainment,2024-10-21T22:21:01Z
Nks9y_kpofE,7,24414,363,2,0,Gaming,2024-10-21T12:08:52Z
sMY2RlXdreo,7,36886,5410,178,0,Music,2024-10-21T12:01:12Z
u5us4Y5Q4AY,7,4930,948,13,0,Nonprofits & Activism,2024-10-21T12:01:11Z
jX9vfyAyELE,7,1053,9,2,0,Entertainment,2024-10-21T12:00:06Z
IXq9Ex6qLxY,7,22889,1122,101,0,People & Blogs,2024-10-21T11:53:17Z
00-9NCfhVF8,7,12966,1670,30,0,Music,2024-10-21T11:50:09Z
mb5ldcr1jbA,8,290208,1373,2,0,News & Politics,2024-10-21T19:10:34Z
rtLGwJF9Jxc,8,99826,586,0,0,Film & Animation,2024-10-21T18:45:33Z
HAOgdVdSSkA,8,665695,0,6,0,News & Politics,2024-10-21T18:41:24Z
WWeOBvAvwrY,8,80120,8523,1537,0,News & Politics,2024-10-21T18:31:26Z
WunqF6zQnbI,8,67464,2091,64,0,News & Politics,2024-10-21T18:10:08Z
rm4qj0SJKKE,8,69320,1940,256,0,News & Politics,2024-10-21T20:26:07Z
uDvNq7vtGnM,8,6204,208,58,0,Entertainment,2024-10-21T17:38:38Z
p8SIBaDl9PE,8,74212,928,0,0,News & Politics,2024-10-21T17:37:58Z
q_V96gv_IDA,8,114431,1370,0,0,News & Politics,2024-10-21T17:34:17Z
TS6wQl2Gq_Y,8,12388,518,3,0,Gaming,2024-10-21T17:24:21Z
CQMZndfGRWI,8,50543,5014,274,0,People & Blogs,2024-10-21T20:12:23Z
qX6MAp5qQrU,8,124517,7182,130,0,News & Politics,2024-10-21T16:56:12Z
tcAExHTclc4,8,9485,75,0,0,Sports,2024-10-21T16:22:16Z
95RPXz_h2Fw,8,17474,3361,334,0,People & Blogs,2024-10-21T16:13:57Z
6kKE4Rurmmk,8,8817,770,117,0,Comedy,2024-10-21T16:11:11Z
YRyo5vL6XsI,8,41511,5717,92,0,Entertainment,2024-10-21T16:07:27Z
Y8hZ5i0TGIs,8,154557,1227,186,0,News & Politics,2024-10-21T15:52:42Z
JrD7QKy8PUI,8,461,25,1,0,Education,2024-10-21T15:51:16Z
f7v8WJgChU8,8,471,12,0,0,Sports,2024-10-21T15:30:18Z
zToiY455lhQ,8,1229213,182983,2901,0,People & Blogs,2024-10-21T15:06:25Z
uDVNRYxIMRE,8,79319,373,0,0,Film & Animation,2024-10-21T15:00:59Z
Yfcs9OPrQz8,8,182684,904,0,0,News & Politics,2024-10-21T15:01:13Z
-n0waD4qzI4,8,22198,489,8,0,Entertainment,2024-10-21T15:00:06Z
qfih0r0sq0c,8,28463,1089,10,0,Gaming,2024-10-21T14:44:32Z
NUzGaZkGTu4,8,83172,399,0,0,Film & Animation,2024-10-21T14:45:49Z
I1cPbwuMc3U,8,244215,640,2,0,News & Politics,2024-10-21T14:29:42Z
3s6uanj_5DY,8,10258,723,77,0,Comedy,2024-10-21T14:26:44Z
XzW21Dj6PIQ,8,3204,263,5,0,Sports,2024-10-21T14:15:02Z
bD-R-2DPzuc,8,668605,15454,224,0,News & Politics,2024-10-21T14:05:31Z
f-Dvm17aVxk,8,14901,414,55,0,Sports,2024-10-21T14:00:42Z
RzQpDaa2044,8,2204718,31335,35,0,Sports,2024-10-21T13:32:11Z
Gs1r0uzedBw,8,2125,266,3,0,Education,2024-10-21T13:31:20Z
F4oaCRpuCtU,8,56489,413,62,0,News & Politics,2024-10-21T13:28:10Z
ng_xV81XhHM,8,6526,38,56,0,News & Politics,2024-10-21T13:03:08Z
yGLEpVbJm40,8,1605227,36789,8658,0,News & Politics,2024-10-21T13:01:10Z
lKwo4S2VA3c,8,45743,256,7,0,News & Politics,2024-10-21T13:01:47Z
T0sPOtCwXio,8,1428,329,15,0,Gaming,2024-10-21T12:55:26Z
6iG4Zp8HLOA,8,233232,4491,0,0,News & Politics,2024-10-21T12:52:07Z
E-TA8hJIUk8,8,10683,323,23,0,Sports,2024-10-21T12:40:42Z
gE4eK3He-7w,8,148320,3587,0,0,News & Politics,2024-10-21T20:09:19Z
qWDt3sCTGFg,8,55374,2988,95,0,Entertainment,2024-10-21T12:30:46Z
zZsgnPmP6lg,8,37313,3785,21,0,Gaming,2024-10-21T12:16:34Z
PYJ4do-OZAQ,8,163578,2311,385,0,Entertainment,2024-10-21T22:35:01Z
_AlZYvis4uE,8,320305,2313,160,0,Entertainment,2024-10-21T22:21:01Z
Nks9y_kpofE,8,24452,363,2,0,Gaming,2024-10-21T12:08:52Z
sMY2RlXdreo,8,37965,5538,177,0,Music,2024-10-21T12:01:12Z
u5us4Y5Q4AY,8,5312,994,13,0,Nonprofits & Activism,2024-10-21T12:01:11Z
jX9vfyAyELE,8,1202,9,2,0,Entertainment,2024-10-21T12:00:06Z
IXq9Ex6qLxY,8,23003,1126,101,0,People & Blogs,2024-10-21T11:53:17Z
00-9NCfhVF8,8,13086,1672,30,0,Music,2024-10-21T11:50:09Z
mb5ldcr1jbA,9,296018,1392,2,0,News & Politics,2024-10-21T19:10:34Z
rtLGwJF9Jxc,9,100138,588,0,0,Film & Animation,2024-10-21T18:45:33Z
HAOgdVdSSkA,9,669227,0,6,0,News & Politics,2024-10-21T18:41:24Z
WWeOBvAvwrY,9,81273,8683,1581,0,News & Politics,2024-10-21T18:31:26Z
WunqF6zQnbI,9,68387,2098,64,0,News & Politics,2024-10-21T18:10:08Z
rm4qj0SJKKE,9,71140,1993,268,0,News & Politics,2024-10-21T20:26:07Z
uDvNq7vtGnM,9,6327,208,59,0,Entertainment,2024-10-21T17:38:38Z
p8SIBaDl9PE,9,74648,932,0,0,News & Politics,2024-10-21T17:37:58Z
q_V96gv_IDA,9,114951,1376,0,0,News & Politics,2024-10-21T17:34:17Z
TS6wQl2Gq_Y,9,12453,520,3,0,Gaming,2024-10-21T17:24:21Z
CQMZndfGRWI,9,52036,5092,279,0,People & Blogs,2024-10-21T20:12:23Z
qX6MAp5qQrU,9,124918,7188,131,0,News & Politics,2024-10-21T16:56:12Z
tcAExHTclc4,9,9499,75,0,0,Sports,2024-10-21T16:22:16Z
95RPXz_h2Fw,9,18196,3430,346,0,People & Blogs,2024-10-21T16:13:57Z
6kKE4Rurmmk,9,8929,774,120,0,Comedy,2024-10-21T16:11:11Z
YRyo5vL6XsI,9,41754,5742,92,0,Entertainment,2024-10-21T16:07:27Z
Y8hZ5i0TGIs,9,155848,1243,198,0,News & Politics,2024-10-21T15:52:42Z
JrD7QKy8PUI,9,461,25,1,0,Education,2024-10-21T15:51:16Z
f7v8WJgChU8,9,471,12,0,0,Sports,2024-10-21T15:30:18Z
zToiY455lhQ,9,1426408,194618,2962,0,People & Blogs,2024-10-21T15:06:25Z
uDVNRYxIMRE,9,79868,376,0,0,Film & Animation,2024-10-21T15:00:59Z
Yfcs9OPrQz8,9,192496,954,0,0,News & Politics,2024-10-21T15:01:13Z
-n0waD4qzI4,9,23484,522,10,0,Entertainment,2024-10-21T15:00:06Z
qfih0r0sq0c,9,28587,1093,10,0,Gaming,2024-10-21T14:44:32Z
NUzGaZkGTu4,9,83399,400,0,0,Film & Animation,2024-10-21T14:45:49Z
I1cPbwuMc3U,9,244983,642,2,0,News & Politics,2024-10-21T14:29:42Z
3s6uanj_5DY,9,10326,725,77,0,Comedy,2024-10-21T14:26:44Z
XzW21Dj6PIQ,9,3280,269,5,0,Sports,2024-10-21T14:15:02Z
bD-R-2DPzuc,9,688326,15600,226,0,News & Politics,2024-10-21T14:05:31Z
f-Dvm17aVxk,9,15348,424,56,0,Sports,2024-10-21T14:00:42Z
RzQpDaa2044,9,2205246,31340,35,0,Sports,2024-10-21T13:32:11Z
Gs1r0uzedBw,9,2230,275,3,0,Education,2024-10-21T13:31:20Z
F4oaCRpuCtU,9,58633,429,67,0,News & Politics,2024-10-21T13:28:10Z
ng_xV81XhHM,9,6526,38,56,0,News & Politics,2024-10-21T13:03:08Z
yGLEpVbJm40,9,1654442,37254,8745,0,News & Politics,2024-10-21T13:01:10Z
lKwo4S2VA3c,9,46000,256,7,0,News & Politics,2024-10-21T13:01:47Z
T0sPOtCwXio,9,1467,337,16,0,Gaming,2024-10-21T12:55:26Z
6iG4Zp8HLOA,9,233667,4491,0,0,News & Politics,2024-10-21T12:52:07Z
E-TA8hJIUk8,9,10741,327,23,0,Sports,2024-10-21T12:40:42Z
gE4eK3He-7w,9,149255,3585,0,0,News & Politics,2024-10-21T20:09:19Z
qWDt3sCTGFg,9,56490,3040,96,0,Entertainment,2024-10-21T12:30:46Z
zZsgnPmP6lg,9,37425,3791,21,0,Gaming,2024-10-21T12:16:34Z
PYJ4do-OZAQ,9,166565,2344,453,0,Entertainment,2024-10-21T22:35:01Z
_AlZYvis4uE,9,323296,2332,170,0,Entertainment,2024-10-21T22:21:01Z
Nks9y_kpofE,9,24466,364,2,0,Gaming,2024-10-21T12:08:52Z
sMY2RlXdreo,9,39071,5645,178,0,Music,2024-10-21T12:01:12Z
u5us4Y5Q4AY,9,5582,1024,13,0,Nonprofits & Activism,2024-10-21T12:01:11Z
jX9vfyAyELE,9,1336,9,2,0,Entertainment,2024-10-21T12:00:06Z
IXq9Ex6qLxY,9,23096,1128,101,0,People & Blogs,2024-10-21T11:53:17Z
00-9NCfhVF8,9,13190,1676,30,0,Music,2024-10-21T11:50:09Z
mb5ldcr1jbA,10,301444,1403,2,0,News & Politics,2024-10-21T19:10:34Z
rtLGwJF9Jxc,10,100433,589,0,0,Film & Animation,2024-10-21T18:45:33Z
HAOgdVdSSkA,10,671832,0,6,0,News & Politics,2024-10-21T18:41:24Z
WWeOBvAvwrY,10,82521,8868,1618,0,News & Politics,2024-10-21T18:31:26Z
WunqF6zQnbI,10,68992,2107,66,0,News & Politics,2024-10-21T18:10:08Z
rm4qj0SJKKE,10,72969,2033,287,0,News & Politics,2024-10-21T20:26:07Z
uDvNq7vtGnM,10,6405,208,59,0,Entertainment,2024-10-21T17:38:38Z
p8SIBaDl9PE,10,74917,935,0,0,News & Politics,2024-10-21T17:37:58Z
q_V96gv_IDA,10,115590,1383,0,0,News & Politics,2024-10-21T17:34:17Z
TS6wQl2Gq_Y,10,12563,520,3,0,Gaming,2024-10-21T17:24:21Z
CQMZndfGRWI,10,53341,5148,284,0,People & Blogs,2024-10-21T20:12:23Z
qX6MAp5qQrU,10,125200,7190,134,0,News & Politics,2024-10-21T16:56:12Z
tcAExHTclc4,10,9516,75,0,0,Sports,2024-10-21T16:22:16Z
95RPXz_h2Fw,10,18940,3493,359,0,People & Blogs,2024-10-21T16:13:57Z
6kKE4Rurmmk,10,9012,780,121,0,Comedy,2024-10-21T16:11:11Z
YRyo5vL6XsI,10,42014,5760,92,0,Entertainment,2024-10-21T16:07:27Z
Y8hZ5i0TGIs,10,157139,1260,205,0,News & Politics,2024-10-21T15:52:42Z
JrD7QKy8PUI,10,461,25,1,0,Education,2024-10-21T15:51:16Z
f7v8WJgChU8,10,484,12,0,0,Sports,2024-10-21T15:30:18Z
zToiY455lhQ,10,1624927,206438,3020,0,People & Blogs,2024-10-21T15:06:25Z
uDVNRYxIMRE,10,80375,376,0,0,Film & Animation,2024-10-21T15:00:59Z
Yfcs9OPrQz8,10,199999,1008,0,0,News & Politics,2024-10-21T15:01:13Z
-n0waD4qzI4,10,24831,542,10,0,Entertainment,2024-10-21T15:00:06Z
qfih0r0sq0c,10,28716,1095,10,0,Gaming,2024-10-21T14:44:32Z
NUzGaZkGTu4,10,83607,400,0,0,Film & Animation,2024-10-21T14:45:49Z
I1cPbwuMc3U,10,245823,646,2,0,News & Politics,2024-10-21T14:29:42Z
3s6uanj_5DY,10,10364,726,77,0,Comedy,2024-10-21T14:26:44Z
XzW21Dj6PIQ,10,3369,273,5,0,Sports,2024-10-21T14:15:02Z
bD-R-2DPzuc,10,703759,15704,228,0,News & Politics,2024-10-21T14:05:31Z
f-Dvm17aVxk,10,15644,428,56,0,Sports,2024-10-21T14:00:42Z
RzQpDaa2044,10,2205962,31347,35,0,Sports,2024-10-21T13:32:11Z
Gs1r0uzedBw,10,2326,282,3,0,Education,2024-10-21T13:31:20Z
F4oaCRpuCtU,10,60359,443,67,0,News & Politics,2024-10-21T13:28:10Z
ng_xV81XhHM,10,6526,38,56,0,News & Politics,2024-10-21T13:03:08Z
yGLEpVbJm40,10,1693000,37574,8823,0,News & Politics,2024-10-21T13:01:10Z
lKwo4S2VA3c,10,46217,257,7,0,News & Politics,2024-10-21T13:01:47Z
T0sPOtCwXio,10,1509,346,16,0,Gaming,2024-10-21T12:55:26Z
6iG4Zp8HLOA,10,234170,4501,0,0,News & Politics,2024-10-21T12:52:07Z
E-TA8hJIUk8,10,10815,333,23,0,Sports,2024-10-21T12:40:42Z
gE4eK3He-7w,10,150205,3605,0,0,News & Politics,2024-10-21T20:09:19Z
qWDt3sCTGFg,10,57803,3078,98,0,Entertainment,2024-10-21T12:30:46Z
zZsgnPmP6lg,10,37521,3795,21,0,Gaming,2024-10-21T12:16:34Z
PYJ4do-OZAQ,10,169019,2376,497,0,Entertainment,2024-10-21T22:35:01Z
_AlZYvis4uE,10,325691,2343,184,0,Entertainment,2024-10-21T22:21:01Z
Nks9y_kpofE,10,24500,364,2,0,Gaming,2024-10-21T12:08:52Z
sMY2RlXdreo,10,40385,5723,179,0,Music,2024-10-21T12:01:12Z
u5us4Y5Q4AY,10,5804,1040,16,0,Nonprofits & Activism,2024-10-21T12:01:11Z
jX9vfyAyELE,10,1445,9,2,0,Entertainment,2024-10-21T12:00:06Z
IXq9Ex6qLxY,10,23196,1131,101,0,People & Blogs,2024-10-21T11:53:17Z
00-9NCfhVF8,10,13318,1679,30,0,Music,2024-10-21T11:50:09Z
mb5ldcr1jbA,11,305825,1410,2,0,News & Politics,2024-10-21T19:10:34Z
rtLGwJF9Jxc,11,100783,589,0,0,Film & Animation,2024-10-21T18:45:33Z
HAOgdVdSSkA,11,674181,0,7,0,News & Politics,2024-10-21T18:41:24Z
WWeOBvAvwrY,11,84174,9061,1653,0,News & Politics,2024-10-21T18:31:26Z
WunqF6zQnbI,11,69376,2113,66,0,News & Politics,2024-10-21T18:10:08Z
rm4qj0SJKKE,11,74798,2057,298,0,News & Politics,2024-10-21T20:26:07Z
uDvNq7vtGnM,11,6479,208,59,0,Entertainment,2024-10-21T17:38:38Z
p8SIBaDl9PE,11,75080,936,0,0,News & Politics,2024-10-21T17:37:58Z
q_V96gv_IDA,11,116313,1390,0,0,News & Politics,2024-10-21T17:34:17Z
TS6wQl2Gq_Y,11,12611,521,3,0,Gaming,2024-10-21T17:24:21Z
CQMZndfGRWI,11,54184,5181,284,0,People & Blogs,2024-10-21T20:12:23Z
qX6MAp5qQrU,11,125394,7193,134,0,News & Politics,2024-10-21T16:56:12Z
tcAExHTclc4,11,9546,75,0,0,Sports,2024-10-21T16:22:16Z
95RPXz_h2Fw,11,19637,3563,379,0,People & Blogs,2024-10-21T16:13:57Z
6kKE4Rurmmk,11,9109,785,130,0,Comedy,2024-10-21T16:11:11Z
YRyo5vL6XsI,11,42226,5775,92,0,Entertainment,2024-10-21T16:07:27Z
Y8hZ5i0TGIs,11,158303,1279,216,0,News & Politics,2024-10-21T15:52:42Z
JrD7QKy8PUI,11,461,25,1,0,Education,2024-10-21T15:51:16Z
f7v8WJgChU8,11,489,12,0,0,Sports,2024-10-21T15:30:18Z
zToiY455lhQ,11,1838251,216596,3068,0,People & Blogs,2024-10-21T15:06:25Z
uDVNRYxIMRE,11,80891,380,0,0,Film & Animation,2024-10-21T15:00:59Z
Yfcs9OPrQz8,11,207985,1046,0,0,News & Politics,2024-10-21T15:01:13Z
-n0waD4qzI4,11,26015,570,11,0,Entertainment,2024-10-21T15:00:06Z
qfih0r0sq0c,11,28816,1095,10,0,Gaming,2024-10-21T14:44:32Z
NUzGaZkGTu4,11,83782,401,0,0,Film & Animation,2024-10-21T14:45:49Z
I1cPbwuMc3U,11,246579,647,2,0,News & Politics,2024-10-21T14:29:42Z
3s6uanj_5DY,11,10429,728,77,0,Comedy,2024-10-21T14:26:44Z
XzW21Dj6PIQ,11,3439,278,5,0,Sports,2024-10-21T14:15:02Z
bD-R-2DPzuc,11,715954,15793,230,0,News & Politics,2024-10-21T14:05:31Z
f-Dvm17aVxk,11,15883,431,56,0,Sports,2024-10-21T14:00:42Z
RzQpDaa2044,11,2206677,31351,35,0,Sports,2024-10-21T13:32:11Z
Gs1r0uzedBw,11,2410,288,3,0,Education,2024-10-21T13:31:20Z
F4oaCRpuCtU,11,62576,455,69,0,News & Politics,2024-10-21T13:28:10Z
ng_xV81XhHM,11,6554,38,56,0,News & Politics,2024-10-21T13:03:08Z
yGLEpVbJm40,11,1721313,37786,8864,0,News & Politics,2024-10-21T13:01:10Z
lKwo4S2VA3c,11,46413,257,7,0,News & Politics,2024-10-21T13:01:47Z
T0sPOtCwXio,11,1549,356,16,0,Gaming,2024-10-21T12:55:26Z
6iG4Zp8HLOA,11,234794,4508,0,0,News & Politics,2024-10-21T12:52:07Z
E-TA8hJIUk8,11,10978,337,24,0,Sports,2024-10-21T12:40:42Z
gE4eK3He-7w,11,151405,3630,0,0,News & Politics,2024-10-21T20:09:19Z
qWDt3sCTGFg,11,58747,3113,100,0,Entertainment,2024-10-21T12:30:46Z
zZsgnPmP6lg,11,37618,3802,21,0,Gaming,2024-10-21T12:16:34Z
PYJ4do-OZAQ,11,171012,2397,522,0,Entertainment,2024-10-21T22:35:01Z
_AlZYvis4uE,11,327572,2351,189,0,Entertainment,2024-10-21T22:21:01Z
Nks9y_kpofE,11,24500,364,2,0,Gaming,2024-10-21T12:08:52Z
sMY2RlXdreo,11,41537,5786,182,0,Music,2024-10-21T12:01:12Z
u5us4Y5Q4AY,11,5946,1051,16,0,Nonprofits & Activism,2024-10-21T12:01:11Z
jX9vfyAyELE,11,1569,10,2,0,Entertainment,2024-10-21T12:00:06Z
IXq9Ex6qLxY,11,23307,1132,101,0,People & Blogs,2024-10-21T11:53:17Z
00-9NCfhVF8,11,13411,1683,30,0,Music,2024-10-21T11:50:09Z
mb5ldcr1jbA,12,309264,1416,2,0,News & Politics,2024-10-21T19:10:34Z
rtLGwJF9Jxc,12,101082,589,0,0,Film & Animation,2024-10-21T18:45:33Z
HAOgdVdSSkA,12,676228,0,7,0,News & Politics,2024-10-21T18:41:24Z
WWeOBvAvwrY,12,85739,9314,1688,0,News & Politics,2024-10-21T18:31:26Z
WunqF6zQnbI,12,69615,2119,66,0,News & Politics,2024-10-21T18:10:08Z
rm4qj0SJKKE,12,76386,2094,313,0,News & Politics,2024-10-21T20:26:07Z
uDvNq7vtGnM,12,6531,208,59,0,Entertainment,2024-10-21T17:38:38Z
p8SIBaDl9PE,12,75236,936,0,0,News & Politics,2024-10-21T17:37:58Z
q_V96gv_IDA,12,117282,1394,0,0,News & Politics,2024-10-21T17:34:17Z
TS6wQl2Gq_Y,12,12660,523,3,0,Gaming,2024-10-21T17:24:21Z
CQMZndfGRWI,12,54639,5205,287,0,People & Blogs,2024-10-21T20:12:23Z
qX6MAp5qQrU,12,125550,7196,135,0,News & Politics,2024-10-21T16:56:12Z
tcAExHTclc4,12,9570,75,0,0,Sports,2024-10-21T16:22:16Z
95RPXz_h2Fw,12,20219,3610,386,0,People & Blogs,2024-10-21T16:13:57Z
6kKE4Rurmmk,12,9187,784,133,0,Comedy,2024-10-21T16:11:11Z
YRyo5vL6XsI,12,42412,5786,92,0,Entertainment,2024-10-21T16:07:27Z
Y8hZ5i0TGIs,12,159513,1301,228,0,News & Politics,2024-10-21T15:52:42Z
JrD7QKy8PUI,12,520,26,1,0,Education,2024-10-21T15:51:16Z
f7v8WJgChU8,12,490,12,0,0,Sports,2024-10-21T15:30:18Z
zToiY455lhQ,12,2040309,226597,3110,0,People & Blogs,2024-10-21T15:06:25Z
uDVNRYxIMRE,12,81557,382,0,0,Film & Animation,2024-10-21T15:00:59Z
-n0waD4qzI4,12,27109,607,11,0,Entertainment,2024-10-21T15:00:06Z
qfih0r0sq0c,12,28889,1097,10,0,Gaming,2024-10-21T14:44:32Z
NUzGaZkGTu4,12,83947,401,0,0,Film & Animation,2024-10-21T14:45:49Z
I1cPbwuMc3U,12,247192,650,2,0,News & Politics,2024-10-21T14:29:42Z
3s6uanj_5DY,12,10478,729,77,0,Comedy,2024-10-21T14:26:44Z
XzW21Dj6PIQ,12,3506,283,5,0,Sports,2024-10-21T14:15:02Z
bD-R-2DPzuc,12,725964,15875,232,0,News & Politics,2024-10-21T14:05:31Z
f-Dvm17aVxk,12,16019,434,56,0,Sports,2024-10-21T14:00:42Z
RzQpDaa2044,12,2207439,31352,36,0,Sports,2024-10-21T13:32:11Z
Gs1r0uzedBw,12,2487,298,3,0,Education,2024-10-21T13:31:20Z
F4oaCRpuCtU,12,64401,473,73,0,News & Politics,2024-10-21T13:28:10Z
ng_xV81XhHM,12,6555,38,56,0,News & Politics,2024-10-21T13:03:08Z
yGLEpVbJm40,12,1736134,37946,8910,0,News & Politics,2024-10-21T13:01:10Z
lKwo4S2VA3c,12,46514,258,7,0,News & Politics,2024-10-21T13:01:47Z
T0sPOtCwXio,12,1589,367,17,0,Gaming,2024-10-21T12:55:26Z
6iG4Zp8HLOA,12,235470,4506,0,0,News & Politics,2024-10-21T12:52:07Z
E-TA8hJIUk8,12,11265,346,24,0,Sports,2024-10-21T12:40:42Z
gE4eK3He-7w,12,153099,3663,0,0,News & Politics,2024-10-21T20:09:19Z
qWDt3sCTGFg,12,59635,3157,100,0,Entertainment,2024-10-21T12:30:46Z
zZsgnPmP6lg,12,37706,3804,21,0,Gaming,2024-10-21T12:16:34Z
PYJ4do-OZAQ,12,172662,2412,553,0,Entertainment,2024-10-21T22:35:01Z
_AlZYvis4uE,12,329009,2360,195,0,Entertainment,2024-10-21T22:21:01Z
Nks9y_kpofE,12,24500,364,2,0,Gaming,2024-10-21T12:08:52Z
sMY2RlXdreo,12,42379,5896,183,0,Music,2024-10-21T12:01:12Z
u5us4Y5Q4AY,12,6054,1061,16,0,Nonprofits & Activism,2024-10-21T12:01:11Z
